RIVER SECTION 640 0 0 0 0 0
RIVER SECTION 660 0 0 0 0 0
RIVER SECTION 680 0 0 0 0 0
RIVER SECTION 700 0 0 0 0 0
QHBDY 700 847 349 0 0 1
m60 0 0 0 0 0
m40 0 0 0 0 0
m20 0 0 0 0 0
0 0 0 0 0 0
20 0 0 0 0 0
40 0 0 0 0 0
60 0 0 0 0 0
80 0 0 0 0 0
BRIDU 0 0 0 0 0
BRIDD 0 0 0 0 0
120 0 0 0 0 0
140 0 0 0 0 0
160 0 0 0 0 0
180 0 0 0 0 0
200 0 0 0 0 0
220 0 0 0 0 0
240 0 0 0 0 0
260 0 0 0 0 0
280 0 0 0 0 0
300 0 0 0 0 0
320 0 0 0 0 0
340 0 0 0 0 0
360 0 0 0 0 0
380 0 0 0 0 0
400 0 0 0 0 0
420 0 0 0 0 0
440 0 0 0 0 0
460 0 0 0 0 0
480 0 0 0 0 0
500 0 0 0 0 0
520 0 0 0 0 0
540 0 0 0 0 0
560 0 0 0 0 0
580 0 0 0 0 0
600 0 0 0 0 0
620 0 0 0 0 0
640 0 0 0 0 0
660 0 0 0 0 0
680 0 0 0 0 0
700 0 0 0 0 0
